内径,線径
29.50 ,5.50 
29.51 ,5.33 
29.60 ,0.70 
29.60 ,0.80 
29.60 ,2.40 
29.60 ,3.30 
29.70 ,0.50 
29.70 ,0.60 
29.70 ,0.75 
29.70 ,1.90 
29.70 ,2.40 
29.70 ,3.50 
29.74 ,3.53 
29.75 ,0.75 
29.75 ,1.00 
29.75 ,2.95 
29.75 ,3.53 
29.80 ,0.60 
29.80 ,0.70 
29.80 ,0.80 
29.80 ,0.85 
29.82 ,2.62 
29.87 ,1.52 
29.87 ,1.57 
29.87 ,1.78 
29.90 ,0.90 
30.00 ,0.40 
30.00 ,0.50 
30.00 ,0.60 
30.00 ,0.70 
30.00 ,0.75 
30.00 ,0.80 
30.00 ,0.90 
30.00 ,1.00 
30.00 ,1.50 
30.00 ,1.80 
30.00 ,2.00 
30.00 ,2.10 
30.00 ,2.50 
30.00 ,2.65 
30.00 ,2.70 
30.00 ,3.00 
30.00 ,4.00 
30.00 ,5.00 
30.50 ,0.60 
30.50 ,0.75 
30.60 ,0.70 
30.60 ,0.80 
30.60 ,0.90 
30.60 ,1.00 
30.65 ,0.75 
30.70 ,0.80 
30.70 ,3.50 
30.71 ,0.41 
30.71 ,0.56 
30.75 ,1.00 
30.80 ,0.50 
30.80 ,0.60 
30.80 ,0.70 
30.80 ,0.80 
30.80 ,1.90 
30.80 ,2.40 
30.80 ,3.60 
31.00 ,0.40 
31.00 ,0.50 
31.00 ,0.60 
31.00 ,0.70 
31.00 ,0.75 
31.00 ,0.80 
31.00 ,0.90 
31.00 ,1.50 
31.00 ,2.00 
31.00 ,2.50 
31.00 ,3.00 
31.00 ,3.50 
31.00 ,4.00 
31.10 ,0.70 
31.12 ,4.39 
31.12 ,5.33 
31.19 ,0.65 
31.20 ,0.70 
31.20 ,0.90 
31.20 ,1.90 
31.20 ,2.40 
31.20 ,3.40 
31.20 ,3.50 
31.30 ,0.50 
31.30 ,0.60 
31.30 ,0.75 
31.50 ,5.00 
31.50 ,6.00 
31.60 ,0.60 
31.60 ,0.75 
31.60 ,0.80 
31.60 ,0.90 
31.60 ,2.40 
31.60 ,3.30 
31.63 ,2.00 
31.70 ,0.70 
31.70 ,0.75 
31.70 ,0.80 
31.70 ,0.85 
31.70 ,1.30 
31.70 ,3.50 
31.75 ,1.00 
31.75 ,2.03 
31.75 ,3.18 
31.80 ,0.60 
31.80 ,0.70 
31.80 ,0.90 
31.80 ,1.00 
31.80 ,2.60 
31.83 ,0.59 
31.93 ,1.35 
31.93 ,1.42 
32.00 ,0.50 
32.00 ,0.60 
32.00 ,0.80 
32.00 ,1.00 
32.00 ,1.78 
32.00 ,2.00 
32.00 ,2.50 
32.00 ,3.00 
32.00 ,4.00 
32.00 ,5.00 
32.00 ,6.50 
32.10 ,0.70 
32.10 ,1.60 
32.11 ,3.45 
32.20 ,0.60 
32.20 ,0.80 
32.20 ,1.00 
32.20 ,3.00 
32.21 ,1.78 
32.93 ,3.53 
32.99 ,2.62 
33.00 ,0.50 
33.00 ,0.55 
33.00 ,0.80 
33.00 ,1.50 
33.00 ,1.90 
33.00 ,2.00 
33.00 ,2.22 
33.00 ,2.50 
33.00 ,3.00 
33.00 ,4.00 
33.00 ,5.00 
33.05 ,1.78 
33.12 ,1.52 
33.20 ,1.35 
33.20 ,1.90 
33.20 ,2.40 
33.27 ,1.02 
33.30 ,2.40 
33.32 ,3.53 
33.34 ,2.38 
33.50 ,0.50 
33.50 ,2.00 
33.50 ,2.50 
33.50 ,2.65 
33.50 ,3.15 
33.50 ,4.00 
33.60 ,0.75 
33.60 ,0.80 
33.60 ,0.95 
33.60 ,3.30 
33.70 ,0.80 
33.70 ,2.40 
33.70 ,3.50 
33.70 ,3.80 
33.80 ,0.60 
33.99 ,2.34 
34.00 ,0.80 
34.00 ,2.00 
34.00 ,2.50 
34.00 ,3.00 
34.00 ,4.00 
34.00 ,4.10 
34.00 ,5.00 
34.60 ,2.62 
34.65 ,1.78 
34.70 ,2.05 
34.70 ,2.75 
34.70 ,3.50 
35.00 ,1.50 
35.00 ,2.00 
35.00 ,2.50 
35.00 ,3.00 
35.00 ,4.00 
35.00 ,5.00 
35.00 ,5.30 
35.10 ,1.60 
35.20 ,0.79 
35.20 ,1.90 
35.20 ,2.40 
35.20 ,3.40 
35.20 ,3.50 
35.30 ,1.00 
35.30 ,2.40 
35.31 ,2.62 
35.40 ,0.80 
35.40 ,0.90 
35.50 ,2.00 
35.50 ,2.65 
35.50 ,4.00 
35.50 ,6.00 
35.60 ,3.30 
35.60 ,3.60 
35.66 ,0.60 
35.70 ,2.40 
35.70 ,3.50 
35.81 ,2.16 
36.00 ,1.00 
36.00 ,1.20 
36.00 ,1.60 
36.00 ,1.90 
36.00 ,2.00 
36.00 ,2.50 
36.00 ,3.00 
36.00 ,3.50 
36.00 ,4.00 
36.09 ,3.53 
36.14 ,2.62 
36.17 ,2.62 
37.10 ,0.60 
37.10 ,1.60 
37.20 ,2.40 
37.21 ,2.62 
37.30 ,3.60 
37.40 ,1.80 
37.46 ,3.00 
37.47 ,3.00 
37.47 ,5.33 
37.47 ,5.34 
37.50 ,1.25 
37.50 ,2.00 
37.50 ,2.65 
37.60 ,3.30 
37.60 ,7.20 
37.69 ,3.53 
37.69 ,3.81 
37.70 ,3.50 
37.70 ,3.53 
37.77 ,2.62 
37.82 ,1.78 
38.00 ,1.50 
38.00 ,2.00 
38.00 ,3.00 
38.00 ,4.00 
38.00 ,4.30 
38.00 ,5.00 
38.00 ,8.00 
38.10 ,1.78 
38.10 ,2.38 
38.10 ,4.75 
38.30 ,3.60 
38.48 ,3.18 
38.50 ,2.00 
38.70 ,1.90 
38.70 ,2.65 
38.70 ,3.50 
38.86 ,1.19 
39.00 ,1.00 
39.00 ,2.00 
39.00 ,2.50 
39.00 ,3.00 
39.20 ,3.00 
39.20 ,5.70 
39.26 ,5.40 
40.00 ,1.70 
40.00 ,2.00 
40.00 ,2.50 
40.00 ,3.00 
40.00 ,4.00 
40.20 ,5.30 
40.20 ,5.40 
40.50 ,0.78 
40.50 ,0.79 
40.64 ,1.14 
40.64 ,5.33 
40.70 ,3.50 
40.86 ,3.53 
40.95 ,2.62 
41.00 ,1.00 
41.00 ,1.78 
41.00 ,2.00 
41.00 ,3.00 
41.00 ,6.00 
41.15 ,0.79 
41.20 ,3.00 
41.30 ,2.40 
41.34 ,5.33 
41.50 ,1.00 
41.50 ,1.80 
41.50 ,2.00 
41.50 ,3.10 
41.60 ,2.40 
41.60 ,3.20 
41.60 ,3.30 
41.70 ,3.50 
41.83 ,2.79 
41.91 ,6.35 
42.00 ,1.00 
42.00 ,1.50 
42.00 ,2.00 
42.00 ,2.50 
42.00 ,2.70 
42.00 ,3.00 
42.00 ,3.50 
42.00 ,4.00 
42.04 ,3.10 
42.20 ,1.90 
42.20 ,2.10 
42.20 ,2.40 
43.00 ,2.00 
43.00 ,2.50 
43.00 ,3.00 
43.00 ,8.00 
43.28 ,1.68 
43.31 ,6.29 
43.40 ,5.30 
43.50 ,2.00 
43.50 ,4.00 
43.60 ,3.30 
43.69 ,3.00 
43.70 ,3.50 
43.80 ,5.33 
43.82 ,5.33 
44.00 ,1.30 
44.00 ,2.00 
44.00 ,2.50 
44.00 ,2.70 
44.00 ,3.00 
44.00 ,6.00 
44.04 ,3.53 
44.12 ,2.62 
44.17 ,1.78 
44.20 ,3.00 
44.20 ,3.50 
44.20 ,5.70 
44.30 ,5.70 
44.40 ,3.10 
44.45 ,3.53 
44.50 ,1.70 
44.50 ,2.00 
44.60 ,2.40 
44.70 ,1.90 
44.70 ,2.40 
44.70 ,3.50 
45.00 ,1.50 
45.00 ,2.00 
45.00 ,2.50 
45.00 ,3.00 
45.00 ,4.00 
45.00 ,6.00 
45.20 ,2.90 
45.35 ,3.53 
45.50 ,2.00 
45.60 ,2.62 
47.00 ,1.60 
47.00 ,2.00 
47.00 ,2.50 
47.00 ,3.00 
47.00 ,4.00 
47.00 ,6.50 
47.20 ,2.40 
47.20 ,5.70 
47.22 ,3.53 
47.29 ,2.62 
47.35 ,1.78 
47.50 ,1.90 
47.50 ,2.00 
47.50 ,8.40 
47.57 ,1.57 
47.60 ,3.30 
47.60 ,5.70 
47.63 ,3.53 
47.70 ,0.80 
47.70 ,3.50 
47.80 ,3.00 
47.96 ,2.36 
48.00 ,1.00 
48.00 ,1.50 
48.00 ,2.00 
48.00 ,2.20 
48.00 ,2.50 
48.00 ,3.00 
48.00 ,3.53 
48.00 ,5.00 
48.10 ,1.20 
48.26 ,0.76 
48.50 ,4.00 
48.50 ,5.33 
48.70 ,3.50 
48.70 ,5.30 
48.89 ,2.62 
48.90 ,2.62 
49.00 ,1.00 
49.00 ,1.50 
49.00 ,3.00 
49.00 ,4.00 
49.20 ,5.70 
49.21 ,3.53 
49.22 ,3.96 
50.00 ,4.00 
50.00 ,5.00 
50.16 ,5.33 
50.20 ,3.00 
50.30 ,2.40 
50.39 ,3.53 
50.47 ,2.62 
50.52 ,1.78 
50.52 ,3.94 
50.70 ,1.90 
50.80 ,2.36 
50.80 ,3.53 
50.80 ,4.76 
50.80 ,9.53 
51.00 ,1.50 
51.00 ,2.50 
51.00 ,9.00 
51.21 ,3.48 
51.60 ,2.40 
51.60 ,3.50 
51.60 ,5.70 
51.97 ,1.64 
52.00 ,1.50 
52.00 ,2.00 
52.00 ,3.00 
52.00 ,7.00 
52.07 ,2.62 
52.30 ,7.50 
52.39 ,3.53 
52.50 ,1.50 
52.50 ,2.00 
52.50 ,2.28 
52.60 ,2.40 
52.60 ,3.50 
52.60 ,5.70 
53.00 ,1.30 
53.00 ,1.50 
53.00 ,3.00 
53.00 ,7.50 
53.09 ,3.00 
53.28 ,0.99 
53.29 ,0.99 
53.34 ,5.33 
53.57 ,3.53 
53.65 ,2.62 
54.50 ,3.00 
54.50 ,4.00 
54.60 ,3.50 
54.60 ,5.70 
54.80 ,3.50 
55.00 ,1.00 
55.00 ,1.50 
55.00 ,2.00 
55.00 ,2.50 
55.00 ,3.00 
55.00 ,3.50 
55.00 ,4.00 
55.20 ,2.00 
55.24 ,2.62 
55.25 ,2.62 
55.30 ,0.75 
55.30 ,0.76 
55.40 ,3.10 
55.50 ,2.00 
55.50 ,5.00 
55.58 ,7.92 
55.60 ,2.40 
55.60 ,3.50 
55.60 ,5.70 
55.88 ,2.03 
56.00 ,2.00 
56.00 ,3.00 
56.00 ,4.00 
56.40 ,2.40 
56.52 ,5.33 
56.52 ,5.34 
56.60 ,1.90 
56.74 ,3.53 
56.75 ,1.00 
56.82 ,2.62 
56.87 ,1.78 
57.00 ,2.50 
57.00 ,4.00 
57.00 ,7.00 
57.04 ,1.60 
57.15 ,2.03 
57.15 ,3.53 
57.40 ,3.10 
57.50 ,2.00 
57.50 ,2.50 
58.72 ,6.35 
58.74 ,3.53 
59.00 ,1.62 
59.00 ,3.00 
59.00 ,4.00 
59.00 ,13.50 
59.15 ,5.33 
59.18 ,1.02 
59.20 ,5.70 
59.28 ,0.79 
59.36 ,3.00 
59.40 ,3.10 
59.40 ,5.60 
59.50 ,2.00 
59.50 ,3.00 
59.50 ,8.40 
59.60 ,2.00 
59.60 ,2.40 
59.60 ,3.50 
59.60 ,5.70 
59.69 ,5.33 
59.70 ,3.50 
59.92 ,3.53 
60.00 ,1.50 
60.00 ,2.00 
60.00 ,2.50 
60.00 ,2.62 
60.00 ,3.00 
60.00 ,4.00 
60.00 ,5.00 
60.04 ,1.78 
60.05 ,1.78 
60.20 ,6.50 
60.33 ,3.53 
60.50 ,1.78 
61.00 ,1.50 
61.00 ,1.60 
61.00 ,2.00 
61.00 ,10.00 
61.01 ,2.49 
61.20 ,1.90 
61.20 ,2.05 
61.20 ,5.70 
61.21 ,1.19 
61.60 ,2.62 
62.87 ,5.33 
62.89 ,5.33 
63.00 ,2.00 
63.00 ,2.50 
63.00 ,3.00 
63.00 ,5.10 
63.09 ,3.53 
63.17 ,2.62 
63.22 ,1.78 
63.50 ,4.89 
63.60 ,5.70 
64.00 ,3.50 
64.00 ,4.00 
64.00 ,6.00 
64.30 ,5.70 
64.39 ,1.78 
64.40 ,3.10 
64.40 ,5.60 
64.50 ,2.00 
64.50 ,3.00 
64.60 ,1.55 
64.60 ,2.40 
64.60 ,3.50 
64.60 ,5.70 
64.77 ,2.62 
65.00 ,1.70 
65.00 ,2.00 
65.00 ,2.50 
65.00 ,3.00 
65.00 ,3.50 
65.00 ,4.00 
65.00 ,5.00 
65.50 ,1.50 
65.50 ,1.55 
65.50 ,1.68 
66.00 ,3.00 
66.00 ,5.00 
66.04 ,5.33 
66.10 ,1.90 
66.27 ,3.53 
66.35 ,2.62 
66.39 ,1.90 
66.40 ,1.78 
66.40 ,3.10 
66.50 ,2.00 
67.95 ,2.62 
68.00 ,2.00 
68.00 ,2.40 
68.00 ,3.00 
68.00 ,4.00 
68.00 ,8.00 
68.15 ,2.92 
68.26 ,3.53 
68.50 ,2.00 
68.80 ,3.50 
69.00 ,4.00 
69.00 ,5.10 
69.20 ,5.70 
69.22 ,5.33 
69.22 ,7.00 
69.40 ,3.10 
69.40 ,5.60 
69.44 ,3.53 
69.50 ,2.00 
69.50 ,3.00 
69.52 ,2.62 
69.57 ,1.78 
69.60 ,2.00 
69.60 ,2.40 
69.60 ,5.70 
69.70 ,3.50 
69.85 ,4.76 
70.00 ,0.50 
70.00 ,2.50 
70.00 ,2.60 
70.00 ,4.00 
70.50 ,2.00 
70.60 ,2.40 
70.60 ,3.50 
70.60 ,5.70 
71.00 ,2.40 
71.12 ,2.62 
71.50 ,1.50 
71.88 ,3.48 
72.00 ,1.20 
72.00 ,2.00 
72.00 ,3.00 
72.39 ,5.33 
72.62 ,3.53 
72.62 ,3.76 
74.50 ,2.00 
74.50 ,3.00 
74.53 ,5.34 
74.60 ,3.50 
74.60 ,5.70 
74.60 ,8.40 
75.00 ,1.00 
75.00 ,2.00 
75.00 ,4.00 
75.57 ,5.33 
75.57 ,5.34 
75.79 ,3.53 
75.80 ,3.10 
75.87 ,2.62 
75.92 ,1.78 
76.00 ,1.20 
76.00 ,3.00 
76.50 ,2.00 
76.50 ,3.20 
76.50 ,9.00 
76.50 ,9.20 
76.90 ,9.45 
77.00 ,2.50 
77.00 ,3.00 
77.17 ,1.12 
77.30 ,1.50 
78.00 ,1.25 
78.00 ,3.00 
78.00 ,4.00 
78.74 ,5.33 
78.80 ,3.20 
78.97 ,1.78 
78.97 ,3.53 
79.00 ,4.00 
79.20 ,3.50 
79.20 ,5.70 
79.30 ,2.40 
79.38 ,2.62 
79.40 ,3.10 
79.40 ,5.60 
79.50 ,2.00 
79.50 ,3.00 
79.60 ,3.50 
79.60 ,5.70 
79.70 ,3.50 
82.00 ,8.00 
82.14 ,3.53 
82.22 ,2.62 
82.27 ,1.78 
82.50 ,2.00 
82.50 ,5.30 
82.55 ,2.03 
82.93 ,1.78 
83.00 ,1.74 
83.00 ,3.00 
83.05 ,3.51 
84.00 ,3.50 
84.00 ,4.00 
84.00 ,8.00 
84.40 ,3.10 
84.40 ,5.60 
84.50 ,2.00 
84.50 ,3.00 
84.60 ,3.50 
84.60 ,5.70 
85.00 ,1.78 
85.00 ,2.00 
85.00 ,4.00 
85.00 ,5.00 
85.09 ,5.33 
85.32 ,3.53 
85.40 ,3.00 
85.50 ,2.00 
86.00 ,2.00 
86.50 ,2.40 
86.70 ,3.00 
87.00 ,3.50 
87.00 ,10.00 
87.20 ,2.50 
87.30 ,6.99 
88.00 ,3.50 
88.24 ,1.78 
88.27 ,5.33 
88.49 ,3.53 
88.50 ,2.40 
88.57 ,2.62 
88.60 ,6.35 
88.62 ,1.78 
89.00 ,4.90 
89.38 ,2.62 
91.44 ,5.33 
91.60 ,8.40 
91.67 ,1.78 
91.67 ,3.53 
91.70 ,1.78 
92.20 ,5.70 
92.50 ,13.50 
92.99 ,2.03 
93.00 ,4.00 
94.10 ,2.40 
94.40 ,3.10 
94.50 ,1.50 
94.50 ,2.00 
94.60 ,5.70 
94.62 ,5.33 
94.84 ,3.53 
94.92 ,2.62 
94.97 ,1.78 
95.00 ,1.50 
95.00 ,4.50 
95.10 ,2.40 
95.50 ,1.27 
96.00 ,2.00 
96.11 ,2.62 
96.40 ,3.10 
97.79 ,5.33 
97.80 ,1.83 
98.00 ,3.00 
98.02 ,1.50 
98.02 ,3.50 
98.02 ,3.53 
98.05 ,1.78 
99.00 ,2.00 
99.00 ,4.00 
99.40 ,3.10 
99.50 ,2.00 
99.50 ,3.00 
99.60 ,3.50 
99.60 ,5.70 
100.00 ,2.50 
100.00 ,3.00 
100.00 ,4.00 
100.00 ,5.34 
100.00 ,7.00 
100.50 ,5.30 
103.00 ,6.98 
103.20 ,9.45 
103.60 ,3.48 
104.00 ,1.78 
104.00 ,4.00 
104.14 ,5.33 
104.14 ,7.00 
104.20 ,3.00 
104.37 ,3.53 
104.40 ,3.10 
104.40 ,3.53 
104.40 ,5.60 
104.44 ,5.08 
104.50 ,2.00 
104.50 ,3.00 
104.60 ,5.70 
105.00 ,3.00 
105.00 ,5.00 
105.00 ,10.00 
105.60 ,1.83 
105.60 ,3.50 
106.00 ,1.80 
106.00 ,2.50 
106.00 ,3.10 
106.30 ,2.50 
106.50 ,5.00 
107.20 ,5.34 
107.32 ,5.33 
107.54 ,3.53 
107.62 ,2.62 
107.67 ,1.78 
107.80 ,2.40 
108.00 ,2.50 
109.00 ,4.00 
109.10 ,2.40 
109.19 ,2.62 
109.20 ,5.70 
109.40 ,3.10 
109.40 ,3.30 
109.40 ,5.60 
109.50 ,2.00 
109.50 ,3.00 
109.50 ,4.00 
109.50 ,5.34 
109.60 ,3.60 
113.67 ,5.33 
113.67 ,6.99 
113.70 ,7.00 
113.89 ,3.53 
113.90 ,3.53 
113.97 ,2.62 
114.00 ,3.00 
114.00 ,10.00 
114.02 ,1.78 
114.20 ,5.70 
114.30 ,6.35 
114.40 ,3.10 
114.50 ,2.00 
114.50 ,3.00 
114.60 ,5.70 
115.00 ,2.00 
115.00 ,3.00 
115.00 ,4.00 
115.00 ,4.50 
115.00 ,7.00 
116.00 ,1.90 
116.00 ,2.00 
116.84 ,5.33 
116.84 ,6.99 
117.07 ,3.00 
117.07 ,3.53 
117.48 ,2.87 
117.50 ,5.34 
117.60 ,3.50 
118.10 ,3.10 
118.50 ,3.00 
119.00 ,2.00 
119.00 ,4.00 
119.40 ,3.10 
119.40 ,5.60 
119.50 ,2.00 
119.50 ,7.00 
119.50 ,8.40 
119.60 ,3.50 
119.60 ,5.70 
120.00 ,3.00 
120.00 ,4.00 
120.00 ,6.00 
120.00 ,7.00 
120.02 ,5.33 
123.80 ,5.34 
124.00 ,4.00 
124.20 ,5.70 
124.40 ,3.10 
124.40 ,5.60 
124.50 ,2.00 
124.60 ,3.50 
124.60 ,5.70 
124.60 ,7.00 
125.00 ,2.00 
125.00 ,4.20 
125.00 ,5.00 
125.10 ,6.60 
126.37 ,5.33 
126.37 ,6.99 
126.40 ,7.00 
126.57 ,5.33 
126.59 ,3.53 
126.67 ,2.62 
126.67 ,6.99 
126.72 ,1.78 
127.00 ,1.90 
127.00 ,7.00 
127.50 ,2.00 
127.50 ,3.00 
127.90 ,1.90 
128.00 ,1.90 
128.02 ,7.00 
129.00 ,4.00 
129.40 ,3.10 
129.50 ,2.00 
129.50 ,7.00 
129.54 ,1.65 
129.54 ,5.33 
129.60 ,5.70 
129.77 ,3.53 
130.00 ,1.30 
130.00 ,2.50 
130.00 ,3.50 
130.00 ,4.00 
130.00 ,5.00 
130.80 ,4.30 
131.20 ,4.40 
131.50 ,2.00 
131.60 ,3.50 
134.60 ,5.70 
135.00 ,3.00 
135.89 ,5.33 
135.89 ,6.99 
135.90 ,7.00 
136.00 ,3.50 
137.52 ,2.62 
137.80 ,2.10 
138.00 ,2.10 
138.00 ,4.50 
138.70 ,3.00 
139.00 ,1.90 
139.00 ,4.00 
139.06 ,6.99 
139.07 ,5.33 
139.07 ,6.99 
139.07 ,7.00 
139.17 ,5.34 
139.27 ,2.62 
139.29 ,3.53 
139.40 ,3.10 
139.50 ,2.00 
139.60 ,3.50 
139.60 ,5.70 
139.70 ,5.33 
139.70 ,6.60 
140.00 ,2.50 
140.00 ,3.15 
140.00 ,5.00 
140.00 ,7.00 
142.20 ,7.00 
142.24 ,5.33 
142.24 ,6.99 
142.47 ,3.53 
142.50 ,3.53 
142.60 ,1.10 
143.00 ,3.00 
144.10 ,8.40 
144.27 ,4.06 
144.40 ,3.10 
144.50 ,2.00 
144.50 ,4.00 
144.60 ,5.70 
145.00 ,4.00 
145.40 ,7.00 
149.40 ,5.60 
149.50 ,2.00 
149.50 ,8.40 
149.58 ,3.35 
149.60 ,3.50 
149.60 ,5.70 
150.00 ,2.50 
150.00 ,5.00 
151.77 ,5.33 
151.77 ,6.99 
151.99 ,3.53 
152.00 ,3.53 
152.07 ,2.62 
152.80 ,12.50 
152.90 ,4.73 
154.00 ,4.00 
154.30 ,3.10 
154.30 ,5.70 
154.40 ,3.10 
154.50 ,2.00 
154.50 ,8.40 
157.00 ,6.00 
158.10 ,7.00 
158.12 ,5.33 
158.12 ,6.99 
158.34 ,3.53 
158.35 ,3.53 
158.42 ,2.62 
159.20 ,5.70 
159.30 ,5.70 
159.40 ,3.10 
159.40 ,3.20 
159.50 ,2.00 
159.50 ,8.40 
159.70 ,7.00 
160.00 ,2.00 
160.00 ,2.50 
160.00 ,3.00 
161.90 ,7.00 
162.00 ,3.10 
163.00 ,2.00 
164.00 ,3.00 
164.20 ,5.70 
164.30 ,3.10 
164.30 ,5.70 
170.80 ,7.00 
170.82 ,5.33 
170.82 ,6.99 
171.00 ,3.70 
171.04 ,3.53 
171.09 ,3.53 
171.12 ,2.62 
172.00 ,7.00 
172.97 ,1.78 
173.00 ,4.00 
174.30 ,5.70 
174.50 ,8.40 
174.60 ,7.00 
177.17 ,5.33 
177.17 ,6.99 
177.20 ,6.99 
177.39 ,3.53 
177.40 ,3.20 
177.47 ,2.62 
179.30 ,5.70 
179.40 ,3.10 
179.50 ,8.40 
180.00 ,3.20 
181.00 ,7.00 
183.50 ,7.00 
183.52 ,5.33 
183.52 ,6.99 
183.70 ,3.53 
183.74 ,3.53 
183.82 ,2.62 
184.15 ,3.18 
184.23 ,3.18 
184.30 ,3.10 
184.30 ,5.70 
184.50 ,2.00 
184.50 ,8.40 
185.00 ,10.00 
185.50 ,2.00 
187.30 ,7.00 
188.60 ,6.60 
189.20 ,3.10 
189.20 ,5.70 
189.30 ,5.70 
189.50 ,2.00 
189.50 ,8.40 
196.22 ,5.33 
196.22 ,6.99 
196.44 ,3.53 
196.52 ,2.62 
199.30 ,5.70 
199.40 ,3.10 
199.50 ,2.00 
199.50 ,8.40 
200.00 ,7.00 
202.57 ,5.33 
202.57 ,6.99 
202.79 ,3.53 
202.87 ,2.62 
204.20 ,5.70 
204.50 ,8.40 
206.00 ,5.30 
208.50 ,8.40 
208.87 ,2.62 
208.90 ,7.00 
208.92 ,5.33 
209.14 ,3.53 
209.22 ,2.62 
209.30 ,5.70 
209.50 ,2.00 
209.50 ,8.40 
212.00 ,5.30 
214.50 ,8.40 
215.27 ,5.33 
215.27 ,6.99 
215.27 ,7.00 
215.30 ,7.00 
215.49 ,3.53 
215.57 ,2.62 
219.30 ,5.70 
219.50 ,8.40 
221.60 ,7.00 
221.62 ,5.33 
221.84 ,3.53 
221.90 ,2.62 
222.50 ,6.00 
224.00 ,6.40 
224.30 ,3.10 
224.30 ,5.70 
224.50 ,2.00 
224.50 ,8.40 
234.50 ,8.40 
234.54 ,3.53 
234.62 ,2.62 
235.00 ,7.00 
237.00 ,4.00 
237.00 ,6.00 
237.11 ,2.62 
237.40 ,3.53 
238.40 ,3.53 
239.00 ,3.00 
239.30 ,5.70 
239.50 ,8.40 
240.00 ,5.00 
240.67 ,5.33 
240.67 ,6.99 
240.70 ,7.00 
240.79 ,3.53 
240.89 ,3.53 
240.97 ,2.62 
244.50 ,8.40 
246.00 ,7.00 
246.60 ,4.60 
247.00 ,7.00 
247.02 ,5.33 
247.24 ,3.53 
247.32 ,2.62 
249.30 ,5.70 
249.40 ,3.10 
249.50 ,8.40 
250.00 ,2.50 
253.37 ,3.53 
253.37 ,5.33 
253.37 ,6.99 
253.37 ,7.00 
253.59 ,3.53 
253.60 ,3.53 
254.50 ,8.40 
257.00 ,7.00 
258.00 ,5.30 
258.34 ,3.53 
259.24 ,3.53 
259.30 ,5.70 
259.50 ,8.40 
259.70 ,7.00 
260.00 ,2.50 
274.30 ,3.10 
274.30 ,3.10 
274.40 ,3.10 
274.40 ,3.10 
274.50 ,3.10 
274.50 ,8.40 
274.50 ,3.10 
274.50 ,8.40 
278.77 ,5.33 
278.77 ,6.99 
278.77 ,7.00 
278.77 ,5.33 
278.77 ,6.99 
278.77 ,7.00 
278.99 ,3.53 
278.99 ,3.53 
279.30 ,5.70 
279.30 ,5.70 
279.50 ,2.00 
279.50 ,8.40 
279.50 ,2.00 
279.50 ,8.40 
280.00 ,4.00 
280.00 ,5.30 
280.00 ,4.00 
280.00 ,5.30 
282.58 ,5.33 
282.58 ,5.33 
284.00 ,4.50 
284.00 ,4.50 
284.50 ,8.40 
284.50 ,8.40 
285.10 ,7.00 
285.10 ,7.00 
289.30 ,5.70 
289.30 ,5.70 
289.50 ,8.40 
289.50 ,8.40 
291.42 ,6.99 
291.42 ,6.99 
291.47 ,5.33 
291.47 ,6.99 
291.47 ,5.33 
291.47 ,6.99 
291.69 ,3.53 
291.69 ,3.53 
292.00 ,4.00 
292.00 ,4.00 
294.00 ,1.50 
294.00 ,1.50 
294.50 ,8.40 
294.50 ,8.40 
297.80 ,7.00 
297.80 ,7.00 
299.30 ,5.70 
299.30 ,5.70 
299.50 ,8.40 
299.50 ,8.40 
301.47 ,5.33 
301.47 ,5.33 
304.16 ,5.33 
304.16 ,6.99 
304.16 ,5.33 
304.16 ,6.99 
304.17 ,7.00 
304.17 ,7.00 
304.22 ,3.63 
304.22 ,3.63 
304.30 ,5.70 
304.30 ,5.70 
304.39 ,3.53 
304.39 ,3.53 
306.50 ,2.00 
306.50 ,2.00 
309.30 ,5.70 
309.30 ,5.70 
314.50 ,8.40 
314.50 ,8.40 
315.00 ,5.30 
315.00 ,5.30 
316.20 ,7.00 
316.20 ,7.00 
316.80 ,7.00 
316.80 ,7.00 
316.86 ,6.99 
316.86 ,6.99 
316.87 ,6.99 
316.87 ,6.99 
317.00 ,6.00 
317.00 ,6.00 
334.30 ,3.10 
334.50 ,8.40 
339.30 ,5.70 
339.50 ,8.40 
342.27 ,6.99 
342.27 ,7.00 
344.40 ,3.10 
349.30 ,5.70 
351.30 ,5.70 
353.00 ,2.53 
354.50 ,6.99 
354.50 ,8.40 
354.80 ,7.00 
354.97 ,5.33 
355.00 ,6.00 
355.19 ,3.53 
359.30 ,5.70 
359.50 ,8.40 
360.00 ,6.00 
365.00 ,5.30 
367.67 ,6.99 
374.50 ,8.40 
376.00 ,6.00 
380.37 ,5.33 
380.37 ,6.99 
380.59 ,3.53 
384.50 ,8.40 
386.94 ,3.53 
393.07 ,6.99 
393.10 ,7.00 
394.40 ,3.10 
396.00 ,9.00 
399.30 ,5.70 
399.50 ,8.40 
405.26 ,3.53 
405.26 ,5.33 
405.26 ,6.99 
406.00 ,3.10 
409.50 ,8.40 
425.50 ,6.00 
430.66 ,3.53 
430.66 ,5.33 
430.66 ,6.99 
439.30 ,5.70 
449.40 ,3.10 
