北海道,83457
青森県,9645
岩手県,15279
宮城県,6862
秋田県,11636
山形県,6652
福島県,13783
茨城県,6096
栃木県,6408
群馬県,6362
埼玉県,3768
千葉県,5082
東京都,2104
神奈川県,2416
新潟県,10364
富山県,2046
石川県,4186
福井県,4190
山梨県,4201
長野県,13105
岐阜県,9768
静岡県,7255
愛知県,5116
三重県,5762
滋賀県,3767
京都府,4613
大阪府,1901
兵庫県,8396
奈良県,3691
和歌山県,4726
鳥取県,3507
島根県,6708
岡山県,7010
広島県,8480
山口県,6114
徳島県,4147
香川県,1862
愛媛県,5679
高知県,7105
福岡県,4847
佐賀県,2440
長崎県,4106
熊本県,7268
大分県,5100
宮崎県,6795
鹿児島県,9045
沖縄県,2277
